Episode Id,Sample Method,Labeled Pool,Num of classification,Ratio,Accuracy
0,ae_coreset,100,2594,0.001,0.9776407093292213
0,ae_coreset,100,2594,0.002,0.9776407093292213
0,ae_coreset,100,2594,0.003,0.9776407093292213
0,ae_coreset,100,2594,0.004,0.9776407093292213
0,ae_coreset,100,2594,0.005,0.9776407093292213
0,ae_coreset,100,2594,0.006,0.9776407093292213
0,ae_coreset,100,2594,0.007,0.9776407093292213
0,ae_coreset,100,2594,0.008,0.9776407093292213
0,ae_coreset,100,2594,0.009000000000000001,0.9776407093292213
0,ae_coreset,100,2594,0.010000000000000002,0.9776407093292213
0,ae_coreset,100,2594,0.011,0.9776407093292213
0,ae_coreset,100,2594,0.012,0.9776407093292213
0,ae_coreset,100,2594,0.013000000000000001,0.9776407093292213
0,ae_coreset,100,2594,0.014000000000000002,0.9776407093292213
0,ae_coreset,100,2594,0.015,0.9776407093292213
0,ae_coreset,100,2594,0.016,0.9776407093292213
0,ae_coreset,100,2594,0.017,0.9776407093292213
0,ae_coreset,100,2594,0.018000000000000002,0.9776407093292213
0,ae_coreset,100,2594,0.019000000000000003,0.9776407093292213
0,ae_coreset,100,2594,0.02,0.9776407093292213
0,ae_coreset,100,2594,0.021,0.9776407093292213
0,ae_coreset,100,2594,0.022000000000000002,0.9776407093292213
0,ae_coreset,100,2594,0.023,0.9776407093292213
0,ae_coreset,100,2594,0.024,0.9776407093292213
0,ae_coreset,100,2594,0.025,0.9776407093292213
0,ae_coreset,100,2594,0.026000000000000002,0.9776407093292213
0,ae_coreset,100,2594,0.027000000000000003,0.9776407093292213
0,ae_coreset,100,2594,0.028,0.9776407093292213
0,ae_coreset,100,2594,0.029,0.9776407093292213
0,ae_coreset,100,2594,0.030000000000000002,0.9776407093292213
0,ae_coreset,100,2594,0.031,0.9776407093292213
0,ae_coreset,100,2594,0.032,0.9776407093292213
0,ae_coreset,100,2594,0.033,0.9776407093292213
0,ae_coreset,100,2594,0.034,0.9776407093292213
0,ae_coreset,100,2594,0.035,0.9776407093292213
0,ae_coreset,100,2594,0.036000000000000004,0.9776407093292213
0,ae_coreset,100,2594,0.037000000000000005,0.9776407093292213
0,ae_coreset,100,2594,0.038,0.9776407093292213
0,ae_coreset,100,2594,0.039,0.9776407093292213
0,ae_coreset,100,2594,0.04,0.9776407093292213
0,ae_coreset,100,2594,0.041,0.9776407093292213
0,ae_coreset,100,2594,0.042,0.9776407093292213
0,ae_coreset,100,2594,0.043000000000000003,0.9776407093292213
0,ae_coreset,100,2594,0.044000000000000004,0.9776407093292213
0,ae_coreset,100,2594,0.045,0.9776407093292213
0,ae_coreset,100,2594,0.046,0.9776407093292213
0,ae_coreset,100,2594,0.047,0.9776407093292213
0,ae_coreset,100,2594,0.048,0.9776407093292213
0,ae_coreset,100,2594,0.049,0.9776407093292213
0,ae_coreset,100,2594,0.05,0.9776407093292213
0,ae_coreset,100,2594,0.051000000000000004,0.9776407093292213
0,ae_coreset,100,2594,0.052000000000000005,0.9776407093292213
0,ae_coreset,100,2594,0.053000000000000005,0.9776407093292213
0,ae_coreset,100,2594,0.054,0.9776407093292213
0,ae_coreset,100,2594,0.055,0.9776407093292213
0,ae_coreset,100,2594,0.056,0.9776407093292213
0,ae_coreset,100,2594,0.057,0.9776407093292213
0,ae_coreset,100,2594,0.058,0.9776407093292213
0,ae_coreset,100,2594,0.059000000000000004,0.9776407093292213
0,ae_coreset,100,2594,0.060000000000000005,0.9776407093292213
0,ae_coreset,100,4630,0.061,0.9712742980561555
0,ae_coreset,100,4630,0.062,0.9712742980561555
0,ae_coreset,100,4630,0.063,0.9712742980561555
0,ae_coreset,100,4630,0.064,0.9712742980561555
0,ae_coreset,100,4630,0.065,0.9712742980561555
0,ae_coreset,100,4630,0.066,0.9712742980561555
0,ae_coreset,100,4630,0.067,0.9712742980561555
0,ae_coreset,100,4630,0.068,0.9712742980561555
0,ae_coreset,100,4630,0.069,0.9712742980561555
0,ae_coreset,100,4630,0.07,0.9712742980561555
0,ae_coreset,100,4630,0.07100000000000001,0.9712742980561555
0,ae_coreset,100,4630,0.07200000000000001,0.9712742980561555
0,ae_coreset,100,4630,0.07300000000000001,0.9712742980561555
0,ae_coreset,100,4630,0.074,0.9712742980561555
0,ae_coreset,100,4630,0.075,0.9712742980561555
0,ae_coreset,100,4630,0.076,0.9712742980561555
0,ae_coreset,100,4630,0.077,0.9712742980561555
0,ae_coreset,100,4630,0.078,0.9712742980561555
0,ae_coreset,100,4630,0.079,0.9712742980561555
0,ae_coreset,100,4630,0.08,0.9712742980561555
0,ae_coreset,100,4630,0.081,0.9712742980561555
0,ae_coreset,100,4630,0.082,0.9712742980561555
0,ae_coreset,100,4630,0.083,0.9712742980561555
0,ae_coreset,100,4630,0.084,0.9712742980561555
0,ae_coreset,100,4630,0.085,0.9712742980561555
0,ae_coreset,100,4630,0.08600000000000001,0.9712742980561555
0,ae_coreset,100,4630,0.08700000000000001,0.9712742980561555
0,ae_coreset,100,4630,0.08800000000000001,0.9712742980561555
0,ae_coreset,100,4630,0.089,0.9712742980561555
0,ae_coreset,100,4630,0.09,0.9712742980561555
0,ae_coreset,100,5543,0.091,0.9729388417824283
0,ae_coreset,100,5543,0.092,0.9729388417824283
0,ae_coreset,100,5543,0.093,0.9729388417824283
0,ae_coreset,100,5543,0.094,0.9729388417824283
0,ae_coreset,100,5543,0.095,0.9729388417824283
0,ae_coreset,100,5543,0.096,0.9729388417824283
0,ae_coreset,100,5543,0.097,0.9729388417824283
0,ae_coreset,100,5543,0.098,0.9729388417824283
0,ae_coreset,100,5543,0.099,0.9729388417824283
0,ae_coreset,100,5543,0.1,0.9729388417824283
0,ae_coreset,100,5543,0.101,0.9729388417824283
0,ae_coreset,100,5543,0.10200000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.10300000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.10400000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.10500000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.106,0.9729388417824283
0,ae_coreset,100,5543,0.107,0.9729388417824283
0,ae_coreset,100,5543,0.108,0.9729388417824283
0,ae_coreset,100,5543,0.109,0.9729388417824283
0,ae_coreset,100,5543,0.11,0.9729388417824283
0,ae_coreset,100,5543,0.111,0.9729388417824283
0,ae_coreset,100,5543,0.112,0.9729388417824283
0,ae_coreset,100,5543,0.113,0.9729388417824283
0,ae_coreset,100,5543,0.114,0.9729388417824283
0,ae_coreset,100,5543,0.115,0.9729388417824283
0,ae_coreset,100,5543,0.116,0.9729388417824283
0,ae_coreset,100,5543,0.117,0.9729388417824283
0,ae_coreset,100,5543,0.11800000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.11900000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.12000000000000001,0.9729388417824283
0,ae_coreset,100,5543,0.121,0.9729388417824283
0,ae_coreset,100,5920,0.122,0.9744932432432433
0,ae_coreset,100,5920,0.123,0.9744932432432433
0,ae_coreset,100,5920,0.124,0.9744932432432433
0,ae_coreset,100,5920,0.125,0.9744932432432433
0,ae_coreset,100,5920,0.126,0.9744932432432433
0,ae_coreset,100,5920,0.127,0.9744932432432433
0,ae_coreset,100,5920,0.128,0.9744932432432433
0,ae_coreset,100,5920,0.129,0.9744932432432433
0,ae_coreset,100,5920,0.13,0.9744932432432433
0,ae_coreset,100,5920,0.131,0.9744932432432433
0,ae_coreset,100,5920,0.132,0.9744932432432433
0,ae_coreset,100,5920,0.133,0.9744932432432433
0,ae_coreset,100,5920,0.134,0.9744932432432433
0,ae_coreset,100,5920,0.135,0.9744932432432433
0,ae_coreset,100,5920,0.136,0.9744932432432433
0,ae_coreset,100,5920,0.137,0.9744932432432433
0,ae_coreset,100,5920,0.138,0.9744932432432433
0,ae_coreset,100,5920,0.139,0.9744932432432433
0,ae_coreset,100,5920,0.14,0.9744932432432433
0,ae_coreset,100,5920,0.14100000000000001,0.9744932432432433
0,ae_coreset,100,5920,0.14200000000000002,0.9744932432432433
0,ae_coreset,100,5920,0.14300000000000002,0.9744932432432433
0,ae_coreset,100,5920,0.14400000000000002,0.9744932432432433
0,ae_coreset,100,5920,0.14500000000000002,0.9744932432432433
0,ae_coreset,100,5920,0.146,0.9744932432432433
0,ae_coreset,100,5920,0.147,0.9744932432432433
0,ae_coreset,100,5920,0.148,0.9744932432432433
0,ae_coreset,100,5920,0.149,0.9744932432432433
0,ae_coreset,100,5920,0.15,0.9744932432432433
0,ae_coreset,100,5920,0.151,0.9744932432432433
0,ae_coreset,100,6284,0.152,0.97533418204965
0,ae_coreset,100,6284,0.153,0.97533418204965
0,ae_coreset,100,6284,0.154,0.97533418204965
0,ae_coreset,100,6284,0.155,0.97533418204965
0,ae_coreset,100,6284,0.156,0.97533418204965
0,ae_coreset,100,6284,0.157,0.97533418204965
0,ae_coreset,100,6284,0.158,0.97533418204965
0,ae_coreset,100,6284,0.159,0.97533418204965
0,ae_coreset,100,6284,0.16,0.97533418204965
0,ae_coreset,100,6284,0.161,0.97533418204965
0,ae_coreset,100,6284,0.162,0.97533418204965
0,ae_coreset,100,6284,0.163,0.97533418204965
